,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,59.998666454682166,44.90840483186247,-37.2136380195478,-11.336329320250911,-38.694520662137165,18.984181610271946,0.3535579242783342,35.72999954223633,36.650001525878906,36.91999816894531,35.619998931884766,34.66999816894531,35.619998931884766,36.91999816894531,36.77000045776367,4.329999923706055,4.059999942779541,4.050000190734863,4.889999866485596,5.730000019073486,5.730000019073486,4.889999866485596,4.050000190734863,-8.859999656677246,-12.40999984741211,-14.470000267028809,-13.289999961853027,-10.699999809265137,-10.699999809265137,-13.289999961853027,-14.470000267028809,-3.9800000190734863,-4.28000020980835,-3.190000057220459,-2.7300000190734863,5.71999979019165,-2.7300000190734863,-3.190000057220459,-3.890000104904175,-1.6,0.0,-0.33,0.588815,1.58
1,66.98149881967134,53.96722203365732,-37.21363801954786,2.327193327011912,-31.97340473846043,28.020795711630853,12.318319457595067,34.900001525878906,32.77000045776367,36.70000076293945,35.709999084472656,34.66999816894531,35.66999816894531,36.5,34.90999984741211,5.230000019073486,5.079999923706055,3.8399999141693115,4.75,5.730000019073486,5.730000019073486,5.099999904632568,4.650000095367432,-3.119999885559082,-8.979999542236328,-11.760000228881836,-13.869999885559082,-10.699999809265137,-10.699999809265137,-13.539999961853027,-13.050000190734863,3.640000104904175,-5.579999923706055,-3.2899999618530273,-1.9700000286102295,5.71999979019165,-2.1500000953674316,-2.9100000858306885,-2.5899999141693115,-0.8,-0.2,-0.63,0.494243,2.0
2,64.18421234201344,51.45178588887603,-27.878185235427054,-1.6862571234182155,-34.85903043860665,31.60120445672328,2.434911421873835,33.220001220703125,37.11000061035156,36.83000183105469,35.619998931884766,34.66999816894531,35.66999816894531,36.369998931884766,35.72999954223633,4.460000038146973,4.119999885559082,3.630000114440918,4.889999866485596,5.730000019073486,5.730000019073486,5.099999904632568,4.059999942779541,-9.90999984741211,-12.270000457763672,-14.890000343322754,-13.289999961853027,-10.699999809265137,-10.699999809265137,-13.539999961853027,-12.40999984741211,-5.050000190734863,-3.7799999713897705,-3.1600000858306885,-2.7300000190734863,5.71999979019165,-2.1500000953674316,-3.2899999618530273,-3.9800000190734863,0.4,0.0,-0.08,0.879294,0.59
3,65.68334620061484,52.321490910703915,-22.122844203674276,-1.6233587537315657,-25.123775643222388,30.61317329736096,8.695912237716698,35.20000076293945,33.52000045776367,36.52000045776367,35.66999816894531,34.66999816894531,35.66999816894531,36.369998931884766,36.0,4.510000228881836,3.740000009536743,3.3499999046325684,4.699999809265137,5.730000019073486,5.730000019073486,5.099999904632568,4.059999942779541,-7.340000152587891,-4.070000171661377,-11.680000305175781,-12.850000381469727,-10.699999809265137,-10.699999809265137,-13.539999961853027,-12.40999984741211,-4.650000095367432,-4.389999866485596,-5.119999885559082,-2.2799999713897705,5.71999979019165,-2.1500000953674316,-3.2899999618530273,-4.420000076293945,-0.2,0.0,-0.18,0.744661,1.06
4,66.6206873726228,56.69505975878866,-16.534815453065107,10.450111925886063,-34.24646528754832,39.01051104269226,6.131843271753382,35.34000015258789,36.060001373291016,36.369998931884766,35.66999816894531,34.66999816894531,35.66999816894531,36.47999954223633,35.27000045776367,4.539999961853027,3.640000104904175,4.059999942779541,5.099999904632568,5.730000019073486,5.730000019073486,5.099999904632568,4.429999828338623,-1.6799999475479126,-8.149999618530273,-12.40999984741211,-13.539999961853027,-10.699999809265137,-10.699999809265137,-13.539999961853027,-13.149999618530273,-1.9299999475479126,-4.710000038146973,-3.2899999618530273,-2.1500000953674316,5.71999979019165,-2.1500000953674316,-2.890000104904175,-3.0999999046325684,-2.1,-1.9,-2.16,0.652063,2.72
5,65.82508957353156,52.472199910721145,-48.76508700011516,-0.8863785866423655,-32.58675306377896,24.43844597033825,15.74079655662689,36.45000076293945,32.869998931884766,36.400001525878906,35.66999816894531,34.66999816894531,35.66999816894531,36.400001525878906,33.029998779296875,4.989999771118164,4.650000095367432,4.019999980926514,4.699999809265137,5.730000019073486,5.730000019073486,4.699999809265137,4.019999980926514,-8.489999771118164,-3.819999933242798,-10.710000038146973,-12.850000381469727,-10.699999809265137,-10.699999809265137,-12.850000381469727,-10.710000038146973,-2.119999885559082,-2.680000066757202,-4.309999942779541,-2.2799999713897705,5.71999979019165,-2.2799999713897705,-4.309999942779541,-3.5799999237060547,-0.1,-0.4,-0.75,0.569359,1.65
6,65.04803742968528,48.8097218053079,-63.618345692280855,9.090156834792765,-41.01861688669328,24.973538351790182,2.130895422211495,35.20000076293945,33.52000045776367,36.52000045776367,35.66999816894531,34.66999816894531,35.709999084472656,36.880001068115234,33.5099983215332,4.510000228881836,3.740000009536743,3.3499999046325684,4.699999809265137,5.730000019073486,5.730000019073486,4.75,3.7899999618530273,-7.340000152587891,-4.070000171661377,-11.680000305175781,-12.850000381469727,-10.699999809265137,-10.699999809265137,-13.869999885559082,-12.630000114440918,-4.650000095367432,-4.389999866485596,-5.119999885559082,-2.2799999713897705,5.71999979019165,-1.9700000286102295,-3.130000114440918,-5.949999809265137,-0.4,0.0,-0.21,0.707717,1.33
7,63.09410636361093,51.366599167052186,-37.23893286330562,15.546968325713351,-63.618345692280855,36.39568037120296,-7.515628373721199,35.459999084472656,32.65999984741211,36.0,35.66999816894531,34.66999816894531,35.709999084472656,36.70000076293945,32.77000045776367,4.329999923706055,3.75,4.050000190734863,4.699999809265137,5.730000019073486,5.730000019073486,4.75,3.8399999141693115,-5.429999828338623,-1.4800000190734863,-9.210000038146973,-12.850000381469727,-10.699999809265137,-10.699999809265137,-13.869999885559082,-11.760000228881836,-3.0399999618530273,-4.929999828338623,-4.329999923706055,-2.2799999713897705,5.71999979019165,-1.9700000286102295,-3.2899999618530273,-5.579999923706055,-0.7,-0.3,-1.01,0.317358,3.29
8,65.06108055290491,53.258797398059585,-43.36545373223228,9.812096846766735,-45.32442031709286,30.9213742475211,6.437433772372572,37.040000915527344,33.029998779296875,36.400001525878906,35.66999816894531,34.66999816894531,35.709999084472656,36.70000076293945,33.34000015258789,4.71999979019165,3.9000000953674316,4.019999980926514,4.699999809265137,5.730000019073486,5.730000019073486,4.75,3.8399999141693115,-8.229999542236328,-3.549999952316284,-10.710000038146973,-12.850000381469727,-10.699999809265137,-10.699999809265137,-13.869999885559082,-11.760000228881836,-2.1600000858306885,-3.5799999237060547,-4.309999942779541,-2.2799999713897705,5.71999979019165,-1.9700000286102295,-3.2899999618530273,-6.579999923706055,0.2,0.0,-0.33,0.585947,1.76
9,62.9967285052968,49.171270696444594,-43.36545373223228,3.0859030255320476,-45.56661400575382,22.807623945373052,5.270407138103906,36.47999954223633,32.7400016784668,36.400001525878906,35.66999816894531,34.66999816894531,35.709999084472656,36.70000076293945,33.34000015258789,4.739999771118164,4.800000190734863,4.019999980926514,4.699999809265137,5.730000019073486,5.730000019073486,4.75,3.8399999141693115,-10.550000190734863,-3.4600000381469727,-10.710000038146973,-12.850000381469727,-10.699999809265137,-10.699999809265137,-13.869999885559082,-11.760000228881836,-0.6600000262260437,-2.5,-4.309999942779541,-2.2799999713897705,5.71999979019165,-1.9700000286102295,-3.2899999618530273,-6.579999923706055,-2.1,-1.6,-1.8,0.717739,1.0
